_id,_importdate,case_t,district,case_f,build_name,location,landa,landa_z,sdate,scnt,trans_target,sbuild,tbuild,buitype,pbuild,mbuild,fdate,farea,build_r,build_l,build_b,build_p,rule,build_c,tprice,uprice,upnote,parktype,parea,pprice,elevator,mb_area,sb_area,pu_area,rmnote,longitude,latitude,metro_in500,metro_in1000,metro_in1500
797,"{'date': '2024-12-18 10:34:29.653595', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,中山區,房屋+車位,,臺北市南京東路二段167號八樓之1,0.0,,1131030,土地:建物:2車位:1,,八層,11.0,辦公商業大樓,商業用,,,302.94,9.0,2.0,0.0,有,有,無,74,2480.17,否,坡道平面1,6.48,5880,,,,,"租金：含稅。租賃標的：含有多個門牌且未個別計算租金-台北市中山區南京東路二段167號8樓
台北市中山區南京東路二段167號8樓之1。",121.5362557,25.05226300000003,2,6,15
798,"{'date': '2024-12-18 10:34:29.656229', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,中正區,房屋+車位,,臺北市金山南路一段18號七樓,0.0,,1131104,土地:建物:1車位:1,,七層,12.0,住宅大樓(11層含以上有電梯),住家用,,,87.77,3.0,2.0,2.0,有,有,無,14,1538.11,是,塔式車位1,5.72,0,,,,,承租人：多人共同承租，共2人。租金：含下列其他衍生費用：其他-B1置物櫃。,121.52928,25.04209590000001,1,6,14
799,"{'date': '2024-12-18 10:34:29.657697', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,中正區,房地(土地+建物)+車位,南陽龍踞,臺北市中正區黎明里里南陽街,3.65,,1130802,土地:8建物:1車位:1,0棟B號,九層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,39.92,3.0,2.0,2.0,有,,,5510,143.01,否,塔式車位1,3.28,270,,20.26,2.49,17.17,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,121.5155891,25.04447419999999,3,7,14
800,"{'date': '2024-12-18 10:34:29.660530', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,北投區,房地(土地+建物)+車位,遠雄商舟,臺北市北投區洲美里福美路與福善路,27.29,,1131105,土地:1建物:1車位:5,A棟A3-13F號,十三層,18.0,辦公商業大樓,商業用,鋼筋混凝土造,,234.34,,,,無,,,14859,69.02,否,坡道平面5,36.01,1170,,107.32,7.77,119.25,,121.5066163,25.100495,0,0,0
801,"{'date': '2024-12-18 10:34:29.661983', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,萬華區,建物,,臺北市民和街111號,0.0,,1131106,土地:0建物:1車位:,,一層,,透天厝,,,,9.48,,,,無,無,,350,0.0,-,,0.0,0,無,,,,"建築物含有：頂樓加蓋。特殊交易情況、條件：含租約。特殊交易標的類型：地上權房屋。此案僅為地上權房屋之買賣，頂樓加蓋部分受颱風影響而倒塌。
另外有包含二份租約，由買受人承接之後租約權利義務關係。",121.4972588,25.02525280000001,0,0,1
802,"{'date': '2024-12-18 10:34:29.664026', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,北投區,房地(土地+建物),,臺北市杏林二路57號五樓,6.53,,1131110,土地:2建物:1車位:,,五層,,公寓(5樓含以下無電梯),住家用,,,22.93,3.0,1.0,1.0,有,無,,850,37.07,否,,0.0,0,無,,,,建築物含有：頂樓加蓋。,121.4970678,25.14224550000001,0,1,2
803,"{'date': '2024-12-18 10:34:29.666615', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,松山區,房地(土地+建物)+車位,,臺北市南京東路四段52巷21號六樓,5.2,,1100329,土地:1建物:1車位:1,,六層,,華廈(10層含以下有電梯),見其他登記事項,,,30.6,2.0,1.0,1.0,有,無,,3330,119.19,否,升降機械1,4.34,200,有,,,,預售屋、或土地及建物分件登記案件。110/09/27轉售權利人3360萬,121.553753,25.0506676,2,4,12
804,"{'date': '2024-12-18 10:34:29.667926', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,大安區,房地(土地+建物)+車位,,臺北市信義路二段198巷42號五樓之3,9.79,,1130927,土地:1建物:1車位:1,,五層,,華廈(10層含以下有電梯),住家用,,,40.27,2.0,2.0,1.0,有,有,,4568,113.43,是,坡道平面1,0.0,350,有,,,,建築物含有：陽台外推。,121.5314081,25.03021649999999,3,5,16
805,"{'date': '2024-12-18 10:34:29.669196', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,內湖區,房地(土地+建物),,臺北市環山路一段59巷12弄4號三樓,10.91,,1130826,土地:2建物:1車位:,,三層,,公寓(5樓含以下無電梯),住家用,,,27.03,3.0,2.0,2.0,有,無,,1930,71.4,否,,0.0,0,無,,,,建築物含有：陽台外推。,121.5681682,25.08578399999999,2,2,2
806,"{'date': '2024-12-18 10:34:29.670528', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,大同區,房地(土地+建物),,臺北市延平北路四段155之1號,3.29,,1131021,土地:3建物:1車位:,,一層,,公寓(5樓含以下無電梯),住家用,,,9.73,,,,無,無,,1050,107.91,否,,0.0,0,無,,,,,121.5113062,25.07272169999998,0,1,5
807,"{'date': '2024-12-18 10:34:29.671911', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,內湖區,房地(土地+建物)+車位,力麒·寰山,臺北市內湖區麗山里環山路二段23號旁,4.38,,1131014,土地:6建物:1車位:1,0棟A2-7F號,七層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,43.58,3.0,2.0,2.0,有,,,3865,110.31,否,坡道平面1,11.17,290,,19.82,1.11,22.65,,121.5715037999999,25.08608229999997,0,2,2
808,"{'date': '2024-12-18 10:34:29.673418', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,南港區,房地(土地+建物)+車位,,臺北市向陽路258巷35號七樓,13.16,,1131130,土地:1建物:1車位:1,,七層,,華廈(10層含以下有電梯),住家用,,,60.56,3.0,2.0,2.0,有,有,,3500,57.79,是,坡道平面1,10.21,0,有,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,121.5942312,25.0584443,0,1,2
809,"{'date': '2024-12-18 10:34:29.674828', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,內湖區,房地(土地+建物)+車位,力麒·寰山,臺北市內湖區麗山里環山路二段23號旁,3.64,,1131014,土地:6建物:1車位:1,0棟A5-12F號,十二層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,38.09,2.0,2.0,1.0,有,,,3407,114.3,否,坡道平面1,11.17,330,,14.82,2.56,20.71,,121.5715037999999,25.08608229999997,0,2,2
810,"{'date': '2024-12-18 10:34:29.676252', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,信義區,房屋,,臺北市忠孝東路四段569號二樓之2,0.0,,1131101,土地:建物:1車位:,,二層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,,,48.1,2.0,1.0,2.0,有,有,有,18,3722.37,否,,0.0,0,,,,,租金：含下列其他衍生費用：水費、電費、瓦斯費、網路費。租賃標的：租賃建物部分範圍，且未計入共有部分面積、未租賃車位，建物登記含有車位面積。,121.5645085,25.04191280000001,1,3,6
811,"{'date': '2024-12-18 10:34:29.677633', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,萬華區,房地(土地+建物),,臺北市中華路一段144號三樓之68,0.18,,1131118,土地:3建物:1車位:,,"一層,二層,三層,四層,五層,六層,七層,八層,九層,十層,陽臺,平台,屋頂突出物,騎樓,地下一層,地下二層",,華廈(10層含以下有電梯),商業用,,,3.18,,,,無,有,,130,40.88,否,,0.0,0,有,,,,,121.5080755,25.043161,2,7,8
812,"{'date': '2024-12-18 10:34:29.678965', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,內湖區,房地(土地+建物)+車位,力麒·寰山,臺北市內湖區麗山里環山路二段23號旁,3.66,,1131025,土地:6建物:1車位:1,0棟A4-7F號,七層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,38.24,2.0,2.0,1.0,有,,,3311,111.6,否,坡道平面1,11.17,290,,16.26,1.21,20.76,,121.5715037999999,25.08608229999997,0,2,2
813,"{'date': '2024-12-18 10:34:29.680536', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,大安區,房地(土地+建物),吾雙,臺北市大安區信義路四段408號,3.19,,1131006,土地:19建物:1車位:,B棟B5-11F號,十一層,31.0,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,,36.77,0.0,0.0,1.0,有,,,6508,176.99,否,,0.0,0,,21.77,1.07,13.93,雨遮計坪不計價,121.5570157,25.03288339999999,1,3,9
814,"{'date': '2024-12-18 10:34:29.681942', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,中山區,房屋,,臺北市中山北路二段59巷2號六樓之2,0.0,,1131101,土地:建物:1車位:,,六層,6.0,華廈(10層含以下有電梯),商業用,,,5.86,1.0,0.0,1.0,有,有,有,1,1791.81,否,,0.0,0,,,,,其他：續租案件。,121.5235092,25.05595660000001,3,8,15
815,"{'date': '2024-12-18 10:34:29.683306', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,松山區,房屋,,臺北市新東街20巷9號,0.0,,1131101,土地:建物:1車位:,,一層,4.0,公寓(無電梯),住家用,,,30.75,,,,無,無,無,4,1203.25,否,,0.0,0,,,,,其他：續租案件。,121.5665335,25.05850649999999,0,0,2
816,"{'date': '2024-12-18 10:34:29.684780', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,北投區,房地(土地+建物)+車位,遠雄泱玥,臺北市北投區福真路,8.34,,1131023,土地:1建物:1車位:1,A01棟F20號,二十層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,54.63,3.0,2.0,2.0,有,,,5939,120.27,否,坡道平面1,7.87,315,,27.45,2.94,24.23,,121.5053002,25.09818089999997,0,0,0
817,"{'date': '2024-12-18 10:34:29.686180', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,文山區,房屋,,臺北市萬安街71之7號,0.0,,1131101,土地:建物:1車位:,,一層,5.0,華廈(10層含以下有電梯),住家用,,,12.74,1.0,0.0,1.0,有,有,有,2,1177.39,否,,0.0,0,,,,,其他：續租案件。,121.5715826,24.9998412,1,2,3
818,"{'date': '2024-12-18 10:34:29.687631', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,文山區,房地(土地+建物)+車位,,臺北市景興路206號九樓,3.73,,1131008,土地:1建物:1車位:1,,九層,,大樓(11層含以上有電梯),住家用,,,30.74,4.0,2.0,2.0,有,有,,1500,48.8,是,升降平面1,0.0,0,有,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,121.543583,24.99162799999997,1,3,4
819,"{'date': '2024-12-18 10:34:29.690399', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,內湖區,房地(土地+建物)+車位,力麒·寰山,臺北市內湖區麗山里環山路二段23號旁,3.64,,1131022,土地:6建物:1車位:1,0棟A5-10F號,十層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,38.09,2.0,2.0,1.0,有,,,3334,112.7,否,坡道平面1,11.17,300,,14.82,2.56,20.71,,121.5715037999999,25.08608229999997,0,2,2
820,"{'date': '2024-12-18 10:34:29.692224', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,南港區,房地(土地+建物),,臺北市南港路三段50巷9號,20.38,,1130829,土地:1建物:1車位:,,一層,,華廈(10層含以下有電梯),工業用,,,111.42,0.0,1.0,4.0,有,有,,7355,66.01,否,,0.0,0,有,,,,,121.5912999,25.05551850000001,0,1,3
821,"{'date': '2024-12-18 10:34:29.694106', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,內湖區,房地(土地+建物)+車位,力麒·寰山,臺北市內湖區麗山里環山路二段23號旁,3.66,,1131020,土地:6建物:1車位:1,0棟A4-10F號,十層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,38.24,2.0,2.0,1.0,有,,,3429,115.22,否,坡道平面1,11.17,310,,16.26,1.21,20.76,,121.5715037999999,25.08608229999997,0,2,2
822,"{'date': '2024-12-18 10:34:29.695783', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,大同區,房屋,,臺北市歸綏街97巷24號三樓之1,0.0,,1131107,土地:建物:1車位:,,三層,5.0,公寓(無電梯),住家用,,,12.01,1.0,1.0,1.0,有,無,有,2,1248.96,否,,0.0,0,,,,,,121.5157481,25.05951889999999,0,8,13
823,"{'date': '2024-12-18 10:34:29.698275', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,北投區,房地(土地+建物)+車位,,臺北市致遠一路二段118號十四樓,8.22,,1091104,土地:2建物:1車位:1,,十四層,,大樓(11層含以上有電梯),見其他登記事項,,,56.8,3.0,2.0,2.0,有,無,,4550,92.87,否,坡道平面1,11.36,330,有,,,,預售屋、或土地及建物分件登記案件。,121.5127174,25.11355320000002,1,2,2
824,"{'date': '2024-12-18 10:34:29.702078', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,中正區,房屋,,臺北市中華路一段91巷1號,0.0,,1131106,土地:建物:車位:,,四層,4.0,公寓(無電梯),,,,7.0,3.0,1.0,2.0,有,有,無,2,3028.57,否,,0.0,0,,,,,,121.5077198,25.03795689999999,3,5,10
825,"{'date': '2024-12-18 10:34:29.703418', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,中山區,房屋,,臺北市合江街13號,0.0,,1131026,土地:建物:1車位:,,見其他登記事項,4.0,店面(店鋪),,,,19.95,,,,無,無,無,5,2305.76,否,,0.0,0,,,,,租金：含稅。,121.539177,25.05508259999999,1,7,9
826,"{'date': '2024-12-18 10:34:29.704825', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,中正區,房地(土地+建物),,臺北市詔安街88號六樓之2,7.12,,1131012,土地:1建物:1車位:,,六層,,大樓(11層含以上有電梯),見其他登記事項,,,28.91,2.0,2.0,1.0,有,有,,2720,94.09,否,,0.0,0,有,,,,建築物含有：其他增建、陽臺外推。,121.5122438,25.02536110000002,0,2,6
827,"{'date': '2024-12-18 10:34:29.706911', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,中山區,房屋,,臺北市林森北路107巷30號四樓之8,0.0,,1131107,土地:建物:1車位:,,四層,8.0,華廈(10層含以下有電梯),住家用,,,7.76,1.0,1.0,1.0,有,有,有,1,1546.39,否,,0.0,0,,,,,,120.2077973,22.99107140000001,0,0,0
828,"{'date': '2024-12-18 10:34:29.708393', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,內湖區,房地(土地+建物)+車位,,臺北市瑞湖街178巷19號四樓,19.61,,1131001,土地:1建物:1車位:2,,"一層,二層,三層,四層,五層,地下一層,地下二層,地下三層",,華廈(10層含以下有電梯),見其他登記事項,,,101.59,0.0,1.0,0.0,有,有,,3500,40.42,否,坡道平面2,23.9,360,有,,,,,121.5754945,25.07103789999999,0,0,3
